roi_id,site_id,soil,mesquite,pixel_size
r-8589,NORT,0.002,0.998,2
r-8590,NORT,1,0,2
r-8591,NORT,0.896,0.104,2
r-8592,NORT,0.71,0.29,2
r-8593,NORT,1,0,2
r-8594,NORT,0.057,0.943,2
r-8595,NORT,1,0,2
r-8596,NORT,0.789,0.211,2
r-8597,NORT,0,1,2
r-8598,NORT,0.56,0.44,2
r-8599,NORT,1,0,2
r-8600,NORT,0.943,0.057,2
r-8601,NORT,1,0,2
r-8602,NORT,0.435,0.565,2
r-8603,NORT,1,0,2
r-8604,NORT,1,0,2
r-8605,NORT,0.209,0.791,2
r-8606,NORT,0.912,0.088,2
r-8607,NORT,1,0,2
r-8608,NORT,0.882,0.118,2
r-8609,NORT,0,1,2
r-8610,NORT,1,0,2
r-8611,NORT,0,1,2
r-8612,NORT,1,0,2
r-8613,NORT,0.027,0.973,2
r-8614,NORT,1,0,2
r-8615,NORT,0.986,0.014,2
r-8616,NORT,0.821,0.179,2
r-8617,NORT,0.689,0.311,2
r-8618,NORT,0.247,0.753,2
r-8619,NORT,1,0,2
r-8620,NORT,1,0,2
r-8621,NORT,0.707,0.293,2
r-8622,NORT,0.673,0.327,2
r-8623,NORT,0.952,0.048,2
r-8624,NORT,0.692,0.308,2
r-8625,NORT,0.46,0.54,2
r-8626,NORT,1,0,2
r-8627,NORT,0.014,0.986,2
r-8628,NORT,1,0,2
r-8629,NORT,0.463,0.537,2
r-8630,NORT,1,0,2
r-8631,NORT,0.399,0.601,2
r-8632,NORT,0.501,0.499,2
r-8633,NORT,1,0,2
r-8634,NORT,1,0,2
r-8635,NORT,0.916,0.084,2
r-8636,NORT,0.059,0.941,2
r-8637,NORT,0.261,0.739,2
r-8638,NORT,0,1,2
r-8639,NORT,1,0,2
r-8640,NORT,0,1,2
r-8641,NORT,1,0,2
r-8642,NORT,1,0,2
r-8643,NORT,1,0,2
r-8644,NORT,1,0,2
r-8645,NORT,0.558,0.442,2
r-8646,NORT,1,0,2
r-8647,NORT,1,0,2
r-8648,NORT,1,0,2
r-8649,NORT,1,0,2
r-8650,NORT,0.519,0.481,2
r-8651,NORT,1,0,2
r-8652,NORT,1,0,2
r-8653,NORT,1,0,2
r-8654,NORT,0.977,0.023,2
r-8655,NORT,0.866,0.134,2
r-8656,NORT,1,0,2
r-8657,NORT,0.995,0.005,2
r-8658,NORT,0.721,0.279,2
r-8659,NORT,0.991,0.009,2
r-8660,NORT,0,1,2
r-8661,NORT,0.014,0.986,2
r-8662,NORT,0.907,0.093,2
r-8663,NORT,1,0,2
r-8664,NORT,0.544,0.456,2
r-8665,NORT,0.909,0.091,2
r-8666,NORT,1,0,2
r-8667,NORT,1,0,2
r-8668,NORT,0.181,0.819,2
r-8669,NORT,0,1,2
r-8670,NORT,0.492,0.508,2
r-8671,NORT,1,0,2
r-8672,NORT,1,0,2
r-8673,NORT,0,1,2
r-8674,NORT,0,1,2
r-8675,NORT,0.002,0.998,2
r-8676,NORT,1,0,2
r-8677,NORT,1,0,2
r-8678,NORT,1,0,2
r-8679,NORT,0,1,2
r-8680,NORT,0.626,0.374,2
r-8681,NORT,1,0,2
r-8682,NORT,0,1,2
r-8683,NORT,0.007,0.993,2
r-8684,NORT,0.009,0.991,2
r-8685,NORT,0,1,2
r-8686,NORT,1,0,2
r-8687,NORT,0.549,0.451,2
r-8688,NORT,0.728,0.272,2
r-8689,NORT,0.966,0.034,2
r-8690,NORT,1,0,2
r-8691,NORT,1,0,2
r-8692,NORT,0.005,0.995,2
r-8693,NORT,0.952,0.048,2
r-8694,NORT,0.218,0.782,2
r-8695,NORT,0,1,2
r-8696,NORT,1,0,2
r-8697,NORT,1,0,2
r-8698,NORT,1,0,2
r-8699,NORT,1,0,2
r-8700,NORT,1,0,2
r-8701,NORT,0.356,0.644,2
r-8702,NORT,0.789,0.211,2
r-8703,NORT,1,0,2
r-8704,NORT,0.887,0.113,2
r-8705,NORT,1,0,2
r-8706,NORT,1,0,2
r-8707,NORT,1,0,2
r-8708,NORT,0.349,0.651,2
r-8709,NORT,0.882,0.118,2
r-8710,NORT,0.726,0.274,2
r-8711,NORT,1,0,2
r-8712,NORT,0.993,0.007,2
r-8713,NORT,1,0,2
r-8714,NORT,0.027,0.973,2
r-8715,NORT,1,0,2
r-8716,NORT,0,1,2
r-8717,NORT,1,0,2
r-8718,NORT,0.141,0.859,2
r-8719,NORT,0,1,2
r-8720,NORT,0,1,2
r-8721,NORT,0.522,0.478,2
r-8722,NORT,1,0,2
r-8723,NORT,0.549,0.451,2
r-8724,NORT,1,0,2
r-8725,NORT,0.354,0.646,2
r-8726,NORT,1,0,2
r-8727,NORT,0.011,0.989,2
r-8728,NORT,1,0,2
r-8729,NORT,1,0,2
r-8730,NORT,1,0,2
r-8731,NORT,1,0,2
r-8732,NORT,1,0,2
r-8733,NORT,0.367,0.633,2
r-8734,NORT,1,0,2
r-8735,NORT,1,0,2
r-8736,NORT,0,1,2
r-8737,NORT,0.467,0.533,2
r-8738,NORT,0,1,2
r-8739,NORT,1,0,2
r-8740,NORT,1,0,2
r-8741,NORT,1,0,2
r-8742,NORT,1,0,2
r-8743,NORT,1,0,2
r-8744,NORT,1,0,2
r-8745,NORT,0.909,0.091,2
r-8746,NORT,1,0,2
r-8747,NORT,0.435,0.565,2
r-8748,NORT,1,0,2
r-8749,NORT,1,0,2
r-8750,NORT,0.467,0.533,2
r-8751,NORT,1,0,2
r-8752,NORT,0.567,0.433,2
r-8753,NORT,1,0,2
r-8754,NORT,1,0,2
r-8755,NORT,1,0,2
r-8756,NORT,0.086,0.914,2
r-8757,NORT,1,0,2
r-8758,NORT,0.893,0.107,2
r-8759,NORT,0.181,0.819,2
r-8760,NORT,0.429,0.571,2
r-8761,NORT,1,0,2
r-8762,NORT,1,0,2
r-8763,NORT,1,0,2
r-8764,NORT,0.506,0.494,2
r-8765,NORT,0.302,0.698,2
r-8766,NORT,1,0,2
r-8767,NORT,0.018,0.982,2
r-8768,NORT,1,0,2
r-8769,NORT,1,0,2
r-8770,NORT,0.681,0.319,2
r-8771,NORT,0.261,0.739,2
r-8772,NORT,0.975,0.025,2
r-8773,NORT,1,0,2
r-8775,NORT,0.308,0.692,2
r-8776,NORT,1,0,2
r-8777,NORT,0.696,0.304,2
r-8778,NORT,0.44,0.56,2
r-8779,NORT,1,0,2
r-8780,NORT,0,1,2
r-8781,NORT,1,0,2
r-8782,NORT,0.091,0.909,2
r-8783,NORT,1,0,2
r-8784,NORT,1,0,2
r-8785,NORT,1,0,2
r-8786,NORT,1,0,2
r-8787,NORT,0.05,0.95,2
r-8788,NORT,0.594,0.406,2
r-8789,NORT,0.011,0.989,2
r-8790,NORT,1,0,2
r-8791,NORT,1,0,2
r-8792,NORT,0.17,0.83,2
r-8793,NORT,1,0,2
r-8794,NORT,1,0,2
r-8795,NORT,1,0,2
r-8796,NORT,0,1,2
r-8797,NORT,1,0,2
r-8798,NORT,1,0,2
r-8799,NORT,1,0,2
r-8800,NORT,1,0,2
r-8801,NORT,1,0,2
r-8802,NORT,1,0,2
r-8803,NORT,0.181,0.819,2
r-8804,NORT,0,1,2
r-8805,NORT,1,0,2
r-8806,NORT,1,0,2
r-8807,NORT,0,1,2
r-8808,NORT,1,0,2
r-8809,NORT,1,0,2
r-8810,NORT,1,0,2
r-8811,NORT,0.991,0.009,2
r-8812,NORT,0.968,0.032,2
r-8813,NORT,1,0,2
r-8814,NORT,0.971,0.029,2
r-8815,NORT,1,0,2
r-8816,NORT,1,0,2
r-8817,NORT,0.354,0.646,2
r-8818,NORT,0.447,0.553,2
r-8819,NORT,1,0,2
r-8820,NORT,1,0,2
r-8821,NORT,0.431,0.569,2
r-8822,NORT,1,0,2
r-8823,NORT,1,0,2
r-8824,NORT,1,0,2
r-8825,NORT,0,1,2
r-8826,NORT,1,0,2
r-8827,NORT,1,0,2
r-8828,NORT,1,0,2
r-8829,NORT,1,0,2
r-8830,NORT,0.397,0.603,2
r-8831,NORT,1,0,2
r-8832,NORT,0.771,0.229,2
r-8833,NORT,0.229,0.771,2
r-8834,NORT,0,1,2
r-8835,NORT,1,0,2
r-8836,NORT,0.986,0.014,2
r-8837,NORT,0.73,0.27,2
r-8838,NORT,1,0,2
r-8839,NORT,0.463,0.537,2
r-8840,NORT,0.161,0.839,2
r-8841,NORT,0,1,2
r-8842,NORT,0,1,2
r-8843,NORT,1,0,2
r-8844,NORT,0.909,0.091,2
r-8845,NORT,0.986,0.014,2
r-8846,NORT,0.367,0.633,2
r-8847,NORT,1,0,2
r-8848,NORT,0.766,0.234,2
r-8849,NORT,0,1,2
r-8850,NORT,0.277,0.723,2
r-8851,NORT,0.639,0.361,2
r-8852,NORT,0.596,0.404,2
r-8853,NORT,1,0,2
r-8854,NORT,1,0,2
r-8855,NORT,1,0,2
r-8856,NORT,0.029,0.971,2
r-8857,NORT,0,1,2
r-8858,NORT,0.859,0.141,2
r-8859,NORT,0.998,0.002,2
r-8860,NORT,0.093,0.907,2
r-8861,NORT,1,0,2
r-8862,NORT,0.717,0.283,2
r-8863,NORT,0.986,0.014,2
r-8864,NORT,1,0,2
r-8865,NORT,1,0,2
r-8866,NORT,1,0,2
r-8867,NORT,0.664,0.336,2
r-8868,NORT,1,0,2
r-8869,NORT,0.676,0.324,2
r-8870,NORT,0,1,2
r-8871,NORT,1,0,2
r-8872,NORT,0.995,0.005,2
r-8873,NORT,1,0,2
r-8874,NORT,0.941,0.059,2
r-8875,NORT,0,1,2
r-8876,NORT,0.317,0.683,2
r-8877,NORT,1,0,2
r-8878,NORT,0.045,0.955,2
r-8879,NORT,1,0,2
r-8880,NORT,0.011,0.989,2
r-8881,NORT,0.887,0.113,2
r-8882,NORT,0.902,0.098,2
r-8883,NORT,1,0,2
r-8885,NORT,0,1,2
r-8886,NORT,0.02,0.98,2
r-8887,NORT,0.671,0.329,2
r-8888,NORT,0.308,0.692,2
r-8889,NORT,0.218,0.782,2
r-8890,NORT,0.05,0.95,2
r-8891,NORT,0,1,2
r-8892,NORT,0,1,2
r-8893,NORT,0.347,0.653,2
r-8894,NORT,0.676,0.324,2
r-8895,NORT,1,0,2
r-8896,NORT,0.995,0.005,2
r-8897,NORT,1,0,2
r-8898,NORT,1,0,2
r-8899,NORT,0.184,0.816,2
r-8900,NORT,1,0,2
r-8901,NORT,0.451,0.549,2
r-8902,NORT,0.05,0.95,2
r-8903,NORT,0,1,2
r-8904,NORT,0,1,2
r-8905,NORT,1,0,2
r-8906,NORT,1,0,2
r-8907,NORT,1,0,2
r-8908,NORT,0.934,0.066,2
r-8909,NORT,0.041,0.959,2
r-8910,NORT,1,0,2
r-8911,NORT,1,0,2
r-8912,NORT,0.776,0.224,2
r-8913,NORT,0,1,2
r-8914,NORT,1,0,2
r-8915,NORT,0.501,0.499,2
r-8916,NORT,1,0,2
r-8917,NORT,1,0,2
r-8918,NORT,0.424,0.576,2
r-8919,NORT,1,0,2
r-8920,NORT,0.873,0.127,2
r-8921,NORT,1,0,2
r-8922,NORT,0.995,0.005,2
r-8923,NORT,0,1,2
r-8924,NORT,0,1,2
r-8925,NORT,0.51,0.49,2
r-8926,NORT,0.118,0.882,2
r-8927,NORT,0.413,0.587,2
r-8928,NORT,0.048,0.952,2
r-8929,NORT,0,1,2
r-8930,NORT,1,0,2
r-8931,NORT,0.891,0.109,2
r-8932,NORT,0.726,0.274,2
r-8933,NORT,0.884,0.116,2
r-8934,NORT,0.989,0.011,2
r-8935,NORT,0.349,0.651,2
r-8936,NORT,1,0,2
r-8937,NORT,0.939,0.061,2
r-8938,NORT,1,0,2
r-8939,NORT,0.306,0.694,2
r-8940,NORT,1,0,2
r-8941,NORT,1,0,2
r-8942,NORT,1,0,2
r-8943,NORT,1,0,2
r-8944,NORT,0.848,0.152,2
r-8945,NORT,1,0,2
r-8946,NORT,1,0,2
r-8947,NORT,0.667,0.333,2
r-8948,NORT,0.245,0.755,2
r-8949,NORT,0.526,0.474,2
r-8950,NORT,1,0,2
r-8952,NORT,0.957,0.043,2
r-8953,NORT,0.955,0.045,2
r-8954,NORT,0.968,0.032,2
r-8955,NORT,1,0,2
r-8956,NORT,0.057,0.943,2
r-8957,NORT,1,0,2
r-8958,NORT,0.381,0.619,2
r-8959,NORT,0.626,0.374,2
r-8960,NORT,0.381,0.619,2
r-8961,NORT,0.179,0.821,2
r-8962,NORT,1,0,2
r-8963,NORT,0.048,0.952,2
r-8964,NORT,0.961,0.039,2
r-8965,NORT,0,1,2
r-8966,NORT,0.356,0.644,2
r-8967,NORT,0.474,0.526,2
r-8968,NORT,0.862,0.138,2
r-8969,NORT,0.601,0.399,2
r-8970,NORT,1,0,2
r-8971,NORT,0.247,0.753,2
r-8972,NORT,0.662,0.338,2
r-8973,NORT,0.964,0.036,2
r-8974,NORT,0,1,2
r-8975,NORT,1,0,2
r-8976,NORT,0.991,0.009,2
r-8977,NORT,0.855,0.145,2
r-8978,NORT,1,0,2
r-8979,NORT,0.941,0.059,2
r-8980,NORT,1,0,2
r-8981,NORT,1,0,2
r-8982,NORT,1,0,2
r-8983,NORT,0.658,0.342,2
r-8984,NORT,1,0,2
r-8985,NORT,1,0,2
r-8986,NORT,1,0,2
r-8987,NORT,0.562,0.438,2
r-8988,NORT,0.98,0.02,2
r-8989,NORT,0.814,0.186,2
r-8990,NORT,0.517,0.483,2
r-8991,NORT,0.002,0.998,2
r-8992,NORT,1,0,2
r-8993,NORT,0.941,0.059,2
r-8994,NORT,1,0,2
r-8995,NORT,0.549,0.451,2
r-8996,NORT,0.977,0.023,2
r-8997,NORT,0,1,2
r-8998,NORT,1,0,2
r-8999,NORT,0.98,0.02,2
r-9000,NORT,1,0,2
r-9002,NORT,0.222,0.778,2
r-9003,NORT,1,0,2
r-9004,NORT,0.975,0.025,2
r-9005,NORT,1,0,2
r-9006,NORT,0.247,0.753,2
r-9007,NORT,0.336,0.664,2
r-9008,NORT,1,0,2
r-9009,NORT,1,0,2
r-9010,NORT,1,0,2
r-9011,NORT,1,0,2
r-9012,NORT,1,0,2
r-9013,NORT,1,0,2
r-9014,NORT,0.102,0.898,2
r-9015,NORT,0.719,0.281,2
r-9016,NORT,0.943,0.057,2
r-9017,NORT,0.805,0.195,2
r-9018,NORT,1,0,2
r-9019,NORT,1,0,2
r-9020,NORT,1,0,2
r-9021,NORT,1,0,2
r-9022,NORT,1,0,2
r-9023,NORT,0.735,0.265,2
r-9024,NORT,0.991,0.009,2
r-9025,NORT,1,0,2
r-9026,NORT,1,0,2
r-9027,NORT,0.517,0.483,2
r-9028,NORT,1,0,2
r-9029,NORT,1,0,2
r-9030,NORT,0.748,0.252,2
r-9031,NORT,0,1,2
r-9032,NORT,0.834,0.166,2
r-9033,NORT,1,0,2
r-9034,NORT,1,0,2
r-9035,NORT,1,0,2
r-9036,NORT,1,0,2
r-9037,NORT,0.578,0.422,2
r-9038,NORT,1,0,2
r-9039,NORT,0.667,0.333,2
r-9040,NORT,1,0,2
r-9041,NORT,1,0,2
r-9042,NORT,0.612,0.388,2
r-9043,NORT,1,0,2
r-9044,NORT,0,1,2
r-9045,NORT,0.615,0.385,2
r-9046,NORT,1,0,2
r-9047,NORT,0.717,0.283,2
r-9048,NORT,0.766,0.234,2
r-9049,NORT,0.372,0.628,2
r-9050,NORT,0.245,0.755,2
r-9051,NORT,0,1,2
r-9052,NORT,0.977,0.023,2
r-9053,NORT,1,0,2
r-9054,NORT,1,0,2
r-9055,NORT,1,0,2
r-9056,NORT,1,0,2
r-9057,NORT,1,0,2
r-9058,NORT,1,0,2
r-9059,NORT,0.367,0.633,2
r-9060,NORT,0.111,0.889,2
r-9061,NORT,1,0,2
r-9062,NORT,0.052,0.948,2
r-9063,NORT,0,1,2
r-9064,NORT,0.955,0.045,2
r-9065,NORT,0.365,0.635,2
r-9066,NORT,0.202,0.798,2
r-9067,NORT,0.492,0.508,2
r-9068,NORT,0.937,0.063,2
r-9069,NORT,1,0,2
r-9070,NORT,1,0,2
r-9071,NORT,0.796,0.204,2
r-9072,NORT,0.279,0.721,2
r-9073,NORT,0.959,0.041,2
r-9074,NORT,1,0,2
r-9075,NORT,0.995,0.005,2
r-9076,NORT,0.057,0.943,2
r-9077,NORT,0,1,2
r-9078,NORT,0.401,0.599,2
r-9079,NORT,0.717,0.283,2
r-9080,NORT,0.95,0.05,2
r-9081,NORT,0.005,0.995,2
r-9082,NORT,1,0,2
r-9083,NORT,1,0,2
r-9084,NORT,0.324,0.676,2
r-9085,NORT,0.134,0.866,2
r-9086,NORT,0,1,2
r-9087,NORT,0.998,0.002,2
r-9088,NORT,0.066,0.934,2
r-9089,NORT,0.19,0.81,2
r-9090,NORT,0.361,0.639,2
r-9091,NORT,1,0,2
r-9092,NORT,0.739,0.261,2
r-9093,NORT,1,0,2
r-9094,NORT,0.558,0.442,2
r-9095,NORT,0.701,0.299,2
r-9096,NORT,1,0,2
r-9097,NORT,0.247,0.753,2
r-9098,NORT,1,0,2
r-9099,NORT,0.98,0.02,2
r-9100,NORT,0.594,0.406,2
r-9101,NORT,0.95,0.05,2
r-9102,NORT,1,0,2
r-9103,NORT,1,0,2
r-9104,NORT,0.152,0.848,2
r-9105,NORT,1,0,2
r-9106,NORT,0,1,2
r-9107,NORT,0,1,2
r-9108,NORT,0.204,0.796,2
r-9109,NORT,1,0,2
r-9110,NORT,1,0,2
r-9111,NORT,1,0,2
r-9112,NORT,0.143,0.857,2
r-9113,NORT,0.005,0.995,2
r-9114,NORT,0.857,0.143,2
r-9115,NORT,0.17,0.83,2
r-9116,NORT,0.197,0.803,2
r-9117,NORT,0.497,0.503,2
r-9118,NORT,1,0,2
r-9119,NORT,0.943,0.057,2
r-9120,NORT,0.438,0.562,2
r-9121,NORT,0.569,0.431,2
r-9122,NORT,0.605,0.395,2
r-9123,NORT,0.71,0.29,2
r-9124,NORT,0.456,0.544,2
r-9125,NORT,1,0,2
r-9126,NORT,1,0,2
r-9127,NORT,0.488,0.512,2
r-9128,NORT,0.984,0.016,2
r-9129,NORT,0.986,0.014,2
r-9130,NORT,0.88,0.12,2
r-9131,NORT,0.524,0.476,2
r-9132,NORT,1,0,2
r-9133,NORT,0.023,0.977,2
r-9134,NORT,0.896,0.104,2
r-9135,NORT,0.27,0.73,2
r-9136,NORT,1,0,2
r-9137,NORT,1,0,2
r-9138,NORT,1,0,2
r-9139,NORT,1,0,2
r-9140,NORT,1,0,2
r-9141,NORT,1,0,2
r-9142,NORT,0,1,2
r-9143,NORT,0,1,2
r-9144,NORT,1,0,2
r-9145,NORT,1,0,2
r-9146,NORT,1,0,2
r-9147,NORT,0.798,0.202,2
r-9148,NORT,0.179,0.821,2
r-9149,NORT,0,1,2
r-9150,NORT,0.642,0.358,2
r-9151,NORT,1,0,2
r-9152,NORT,1,0,2
r-9153,NORT,0.998,0.002,2
r-9154,NORT,1,0,2
r-9155,NORT,0.989,0.011,2
r-9156,NORT,0.032,0.968,2
r-9157,NORT,1,0,2
r-9158,NORT,1,0,2
r-9159,NORT,1,0,2
r-9160,NORT,1,0,2
r-9161,NORT,1,0,2
r-9162,NORT,1,0,2
r-9163,NORT,1,0,2
r-9164,NORT,1,0,2
r-9165,NORT,0.812,0.188,2
r-9166,NORT,1,0,2
r-9167,NORT,0.76,0.24,2
r-9168,NORT,0,1,2
r-9169,NORT,1,0,2
r-9170,NORT,0.197,0.803,2
r-9171,NORT,0.855,0.145,2
r-9172,NORT,1,0,2
r-9173,NORT,1,0,2
r-9174,NORT,1,0,2
r-9175,NORT,1,0,2
r-9176,NORT,1,0,2
r-9177,NORT,0.966,0.034,2
r-9178,NORT,0.059,0.941,2
r-9179,NORT,0.757,0.243,2
r-9180,NORT,0,1,2
r-9181,NORT,1,0,2
r-9182,NORT,0.458,0.542,2
r-9183,NORT,1,0,2
r-9184,NORT,1,0,2
r-9185,NORT,0.889,0.111,2
r-9186,NORT,1,0,2
r-9187,NORT,0.113,0.887,2
r-9188,NORT,1,0,2
r-9189,NORT,1,0,2
r-9190,NORT,0,1,2
r-9191,NORT,1,0,2
r-9192,NORT,1,0,2
r-9193,NORT,0.159,0.841,2
r-9194,NORT,1,0,2
r-9195,NORT,1,0,2
r-9196,NORT,1,0,2
r-9197,NORT,1,0,2
r-9198,NORT,0.998,0.002,2
r-9199,NORT,0,1,2
r-9200,NORT,1,0,2
r-9201,NORT,0.281,0.719,2
r-9202,NORT,0.8,0.2,2
r-9203,NORT,0,1,2
r-9204,NORT,1,0,2
r-9205,NORT,0.426,0.574,2
r-9206,NORT,0,1,2
r-9207,NORT,0.998,0.002,2
r-9208,NORT,0.426,0.574,2
r-9209,NORT,0.957,0.043,2
r-9210,NORT,1,0,2
r-9211,NORT,1,0,2
r-9212,NORT,0.531,0.469,2
r-9213,NORT,0.605,0.395,2
r-9214,NORT,1,0,2
r-9215,NORT,1,0,2
r-9216,NORT,0,1,2
r-9217,NORT,1,0,2
r-9218,NORT,0.685,0.315,2
r-9219,NORT,0,1,2
r-9220,NORT,1,0,2
r-9221,NORT,0.602,0.398,2
r-9222,NORT,1,0,2
r-9223,NORT,1,0,2
r-9224,NORT,0.102,0.898,2
r-9225,NORT,0.692,0.308,2
r-9226,NORT,0.932,0.068,2
r-9227,NORT,0.009,0.991,2
r-9228,NORT,1,0,2
r-9229,NORT,1,0,2
r-9230,NORT,0.503,0.497,2
r-9231,NORT,1,0,2
r-9232,NORT,0.465,0.535,2
r-9233,NORT,1,0,2
r-9234,NORT,0,1,2
r-9235,NORT,0,1,2
r-9236,NORT,1,0,2
r-9237,NORT,0.467,0.533,2
r-9238,NORT,1,0,2
r-9239,NORT,0.107,0.893,2
r-9240,NORT,0.626,0.374,2
r-9241,NORT,0.587,0.413,2
r-9242,NORT,1,0,2
r-9243,NORT,0.54,0.46,2
r-9244,NORT,1,0,2
r-9245,NORT,0.007,0.993,2
r-9246,NORT,0.351,0.649,2
r-9247,NORT,1,0,2
r-9248,NORT,1,0,2
r-9249,NORT,0.51,0.49,2
r-9250,NORT,0,1,2
r-9251,NORT,1,0,2
r-9252,NORT,0.073,0.927,2
r-9253,NORT,1,0,2
r-9254,NORT,1,0,2
r-9255,NORT,1,0,2
r-9256,NORT,1,0,2
r-9257,NORT,0.061,0.939,2
r-9258,NORT,1,0,2
r-9259,NORT,0.424,0.576,2
r-9260,NORT,0.079,0.921,2
r-9261,NORT,1,0,2
r-9262,NORT,0.9,0.1,2
r-9263,NORT,1,0,2
r-9264,NORT,0.964,0.036,2
r-9265,NORT,1,0,2
r-9266,NORT,0.048,0.952,2
r-9267,NORT,1,0,2
r-9268,NORT,1,0,2
r-9269,NORT,0.025,0.975,2
r-9270,NORT,1,0,2
r-9271,NORT,1,0,2
r-9272,NORT,1,0,2
r-9273,NORT,0.39,0.61,2
r-9274,NORT,1,0,2
r-9275,NORT,0,1,2
r-9276,NORT,0.957,0.043,2
r-9277,NORT,0.44,0.56,2
r-9278,NORT,0.478,0.522,2
r-9279,NORT,0.655,0.345,2
r-9280,NORT,0.748,0.252,2
r-9281,NORT,0.336,0.664,2
r-9282,NORT,1,0,2
r-9283,NORT,1,0,2
r-9284,NORT,1,0,2
r-9285,NORT,0.993,0.007,2
r-9286,NORT,1,0,2
r-9287,NORT,1,0,2
r-9289,NORT,1,0,2
r-9290,NORT,0.703,0.297,2
r-9291,NORT,0.816,0.184,2
r-9292,NORT,1,0,2
r-9293,NORT,0.54,0.46,2
r-9294,NORT,1,0,2
r-9295,NORT,1,0,2
r-9296,NORT,0.354,0.646,2
r-9297,NORT,1,0,2
r-9298,NORT,1,0,2
r-9299,NORT,1,0,2
r-9300,NORT,1,0,2
r-9301,NORT,0.76,0.24,2
r-9302,NORT,0.667,0.333,2
r-9303,NORT,0.898,0.102,2
r-9304,NORT,0.009,0.991,2
r-9305,NORT,0,1,2
r-9306,NORT,1,0,2
r-9307,NORT,1,0,2
r-9308,NORT,1,0,2
r-9309,NORT,0.907,0.093,2
r-9310,NORT,1,0,2
r-9311,NORT,1,0,2
r-9312,NORT,1,0,2
r-9313,NORT,0.036,0.964,2
r-9314,NORT,0.878,0.122,2
r-9315,NORT,0.211,0.789,2
r-9316,NORT,1,0,2
r-9317,NORT,0.054,0.946,2
r-9318,NORT,0.932,0.068,2
r-9319,NORT,0.426,0.574,2
r-9320,NORT,0.594,0.406,2
r-9321,NORT,0,1,2
r-9322,NORT,0,1,2
r-9323,NORT,0.68,0.32,2
r-9324,NORT,0,1,2
r-9325,NORT,1,0,2
r-9326,NORT,0.481,0.519,2
r-9327,NORT,0.533,0.467,2
r-9328,NORT,0,1,2
r-9329,NORT,1,0,2
r-9330,NORT,0.515,0.485,2
r-9331,NORT,0.512,0.488,2
r-9332,NORT,1,0,2
r-9333,NORT,0.848,0.152,2
r-9334,NORT,0.59,0.41,2
r-9335,NORT,1,0,2
r-9336,NORT,0.592,0.408,2
r-9337,NORT,0.1,0.9,2
r-9338,NORT,0.882,0.118,2
r-9339,NORT,0.948,0.052,2
r-9340,NORT,0.764,0.236,2
r-9341,NORT,1,0,2
r-9342,NORT,1,0,2
r-9343,NORT,1,0,2
r-9344,NORT,1,0,2
r-9345,NORT,0.057,0.943,2
r-9346,NORT,1,0,2
r-9347,NORT,1,0,2
r-9348,NORT,1,0,2
r-9349,NORT,1,0,2
r-9350,NORT,0,1,2
r-9351,NORT,1,0,2
r-9352,NORT,1,0,2
r-9353,NORT,1,0,2
r-9354,NORT,1,0,2
r-9355,NORT,1,0,2
r-9356,NORT,1,0,2
r-9357,NORT,0.19,0.81,2
r-9358,NORT,0.19,0.81,2
r-9359,NORT,0.934,0.066,2
r-9360,NORT,0.805,0.195,2
r-9361,NORT,0,1,2
r-9362,NORT,0.204,0.796,2
r-9363,NORT,0,1,2
r-9364,NORT,1,0,2
r-9365,NORT,0.878,0.122,2
r-9366,NORT,0.041,0.959,2
r-9367,NORT,1,0,2
r-9368,NORT,0.152,0.848,2
r-9369,NORT,1,0,2
r-9370,NORT,0,1,2
r-9371,NORT,0.651,0.349,2
r-9372,NORT,1,0,2
r-9373,NORT,0,1,2
r-9374,NORT,0.494,0.506,2
r-9375,NORT,0.9,0.1,2
r-9376,NORT,0,1,2
r-9377,NORT,0.431,0.569,2
r-9378,NORT,1,0,2
r-9379,NORT,0,1,2
r-9380,NORT,1,0,2
r-9381,NORT,1,0,2
r-9382,NORT,1,0,2
r-9383,NORT,0.399,0.601,2
r-9384,NORT,1,0,2
r-9385,NORT,0.683,0.317,2
r-9386,NORT,0.61,0.39,2
r-9387,NORT,0.98,0.02,2
r-9388,NORT,1,0,2
r-9389,NORT,0.993,0.007,2
r-9390,NORT,1,0,2
r-9391,NORT,1,0,2
r-9392,NORT,0.966,0.034,2
r-9393,NORT,1,0,2
r-9394,NORT,1,0,2
r-9395,NORT,0.875,0.125,2
r-9396,NORT,1,0,2
r-9397,NORT,1,0,2
r-9398,NORT,1,0,2
r-9399,NORT,1,0,2
r-9400,NORT,1,0,2
r-9401,NORT,0.771,0.229,2
r-9402,NORT,0.58,0.42,2
r-9403,NORT,0.873,0.127,2
r-9404,NORT,1,0,2
r-9405,NORT,0.023,0.977,2
r-9406,NORT,0.302,0.698,2
r-9407,NORT,1,0,2
r-9408,NORT,1,0,2
r-9409,NORT,0,1,2
r-9410,NORT,1,0,2
r-9411,NORT,1,0,2
r-9412,NORT,0.057,0.943,2
r-9413,NORT,1,0,2
r-9414,NORT,0.998,0.002,2
r-9415,NORT,1,0,2
r-9416,NORT,0.46,0.54,2
r-9417,NORT,0.866,0.134,2
r-9418,NORT,1,0,2
r-9419,NORT,1,0,2
r-9420,NORT,0,1,2
r-9421,NORT,1,0,2
r-9422,NORT,0.488,0.512,2
r-9423,NORT,1,0,2
r-9424,NORT,0,1,2
